facility_id,service_level_1,service_level_2
VBA102,Homeless assistance,
VBA103,Applying for benefits,
VBA103,Disability claim assistance,
VBA103,Insurance claim assistance,
VBA103,Survivor claim assistance,
VBA103,Updating contact information,
VBA103,Updating direct deposit information,
VBA103,Burial Claim assistance,
VBA103,eBenefits Logon assistance,
VBA103,Homeless assistance,
VBA104,Applying for benefits,
VBA104,Disability claim assistance,
VBA104,Insurance claim assistance,
VBA104,Survivor claim assistance,
VBA104,Updating contact information,
VBA104,Updating direct deposit information,
VBA104,Burial Claim assistance,
VBA104,eBenefits Logon assistance,
VBA104,Integrated Disability Evaluation System assistance,
VBA104,Homeless assistance,
VBA104,Pre-discharge assistance,
VBA104,Transition assistance,
VBA105,Career counseling,
VBA105,School assistance,
VBA105,Vocational rehabilitation career assistance,
VBA105,Employment assistance,
VBA105,Vocational rehabilitation claim assistance,
VBA106,Career counseling,
VBA106,School assistance,
VBA106,Vocational rehabilitation career assistance,
VBA106,Employment assistance,
VBA106,Vocational rehabilitation claim assistance,
VBA107,Career counseling,
VBA107,School assistance,
VBA107,Vocational rehabilitation career assistance,
VBA107,Employment assistance,
VBA107,Vocational rehabilitation claim assistance,
VBA108,Career counseling,
VBA108,School assistance,
VBA108,Vocational rehabilitation career assistance,
VBA108,Employment assistance,
VBA108,Vocational rehabilitation claim assistance,
VBA110,Career counseling,
VBA110,School assistance,
VBA110,Vocational rehabilitation career assistance,
VBA110,Employment assistance,
VBA110,Vocational rehabilitation claim assistance,
VBA111,Career counseling,
VBA111,School assistance,
VBA111,Vocational rehabilitation career assistance,
VBA111,Employment assistance,
VBA111,Vocational rehabilitation claim assistance,
VBA112,Career counseling,
VBA112,School assistance,
VBA112,Vocational rehabilitation career assistance,
VBA112,Employment assistance,
VBA112,Vocational rehabilitation claim assistance,
VBA112,Updating contact information,
VBA112,Updating direct deposit information,
VBA112,Integrated Disability Evaluation System assistance,
VBA112,Other,Independent Living Services
VBA112,Other,"when appropriate
evaluate feasibility for employment."
VBA113,Applying for benefits,
VBA113,Vocational rehabilitation career assistance,
VBA113,Pre-discharge assistance,
VBA113,Employment assistance,
VBA113,Disability claim assistance,
VBA113,Education claim assistance,
VBA113,Insurance claim assistance,
VBA113,Vocational rehabilitation claim assistance,
VBA113,Survivor claim assistance,
VBA113,Updating contact information,
VBA113,Updating direct deposit information,
VBA113,Burial Claim assistance,
VBA113,eBenefits Logon assistance,
VBA113,Homeless assistance,
VBA113,Integrated Disability Evaluation System assistance,
VBA114,Homeless assistance,
VBA114,Integrated Disability Evaluation System assistance,
VBA114,eBenefits Logon assistance,
VBA114,Burial Claim assistance,
VBA114,Updating direct deposit information,
VBA114,Updating contact information,
VBA114,Survivor claim assistance,
VBA114,Vocational rehabilitation claim assistance,
VBA114,Employment assistance,
VBA114,Pre-discharge assistance,
VBA114,Transition assistance,
VBA114,Vocational rehabilitation career assistance,
VBA114,School assistance,
VBA114,Applying for benefits,
VBA114,Career counseling,
VBA114,Disability claim assistance,
VBA114,Education claim assistance,
VBA115,Applying for benefits,
VBA115,Career counseling,
VBA115,Vocational rehabilitation career assistance,
VBA115,School assistance,
VBA115,Pre-discharge assistance,
VBA115,Employment assistance,
VBA115,Disability claim assistance,
VBA115,Education claim assistance,
VBA115,Insurance claim assistance,
VBA115,Vocational rehabilitation claim assistance,
VBA115,Survivor claim assistance,
VBA115,Updating contact information,
VBA115,Updating direct deposit information,
VBA115,Burial Claim assistance,
VBA115,eBenefits Logon assistance,
VBA115,Homeless assistance,
VBA115,Other,Veterans Service Organization offices are also on site in the regional office consisting of American Legion; AMVETS; DAV; MOPH; PVA; VFW
VBA115,Other,VVA and Illinois Dept. of Veterans Affairs.
VBA116,Vocational rehabilitation career assistance,
VBA116,Vocational rehabilitation claim assistance,
VBA116,Career counseling,
VBA116,Employment assistance,
VBA117,Career counseling,
VBA117,School assistance,
VBA117,Vocational rehabilitation career assistance,
VBA117,Employment assistance,
VBA117,Vocational rehabilitation claim assistance,
VBA118,Career counseling,
VBA118,School assistance,
VBA118,Vocational rehabilitation career assistance,
VBA118,Vocational rehabilitation claim assistance,
VBA118,Employment assistance,
VBA119,Applying for benefits,
VBA119,School assistance,
VBA119,Transition assistance,
VBA119,Pre-discharge assistance,
VBA119,Housing assistance,
VBA119,Disability claim assistance,
VBA119,Updating contact information,
VBA119,Updating direct deposit information,
VBA119,Integrated Disability Evaluation System assistance,
VBA119,Homeless assistance,
VBA119,Career counseling,
VBA119,Financial counseling,
VBA119,Insurance claim assistance,
VBA119,Survivor claim assistance,
VBA119,Burial Claim assistance,
VBA119,Education claim assistance,
VBA119,Other,BDD & Quick Start claims assistance
VBA120,Applying for benefits,
VBA120,Career counseling,
VBA120,Employment assistance,
VBA120,Disability claim assistance,
VBA120,Vocational rehabilitation claim assistance,
VBA120,Updating direct deposit information,
VBA120,eBenefits Logon assistance,
VBA120,Integrated Disability Evaluation System assistance,
VBA120,Homeless assistance,
VBA120,Updating contact information,
VBA120,Other,Pre-Discharge (BDD) services are offered at a satelite facility in Biloxi Mississippi
VBA121,Applying for benefits,
VBA121,Disability claim assistance,
VBA121,Survivor claim assistance,
VBA121,Updating contact information,
VBA121,eBenefits Logon assistance,
VBA121,Burial Claim assistance,
VBA121,Updating direct deposit information,
VBA121,Homeless assistance,
VBA122,Applying for benefits,
VBA122,Career counseling,
VBA122,School assistance,
VBA122,Vocational rehabilitation career assistance,
VBA122,Employment assistance,
VBA122,Education claim assistance,
VBA122,Vocational rehabilitation claim assistance,
VBA122,Updating contact information,
VBA122,Updating direct deposit information,
VBA122,eBenefits Logon assistance,
VBA123,Applying for benefits,
VBA123,Disability claim assistance,
VBA123,Updating contact information,
VBA123,Updating direct deposit information,
VBA123,eBenefits Logon assistance,
VBA123,Career counseling,
VBA123,Vocational rehabilitation career assistance,
VBA123,Employment assistance,
VBA123,Vocational rehabilitation claim assistance,
VBA123,School assistance,
VBA123,Housing assistance,
VBA123,Education claim assistance,
VBA123,Homeless assistance,
VBA123,Transition assistance,
VBA123,Other,"Transition assistance is offered at Germany Benefits Delivery at Discharge (BDD) sites in Landstuhl and Korea BDD in Yongsan and Camp Humphreys.  
Homeless Assistance is available in filing compensation & pension claims. Additional services for homeless assistance will be coordinated through the Veterans Health Administration (VHA)."
VBA124,Applying for benefits,
VBA124,Disability claim assistance,
VBA124,Education claim assistance,
VBA124,Survivor claim assistance,
VBA124,Updating contact information,
VBA124,Updating direct deposit information,
VBA124,Burial Claim assistance,
VBA124,eBenefits Logon assistance,
VBA124,Insurance claim assistance,
VBA124,Other,Information and Referral to other VA elements
VBA124,Other,and to other government agencies
VBA125,Applying for benefits,
VBA125,Disability claim assistance,
VBA125,Education claim assistance,
VBA125,Insurance claim assistance,
VBA125,Survivor claim assistance,
VBA125,Updating contact information,
VBA125,Updating direct deposit information,
VBA125,Burial Claim assistance,
VBA125,eBenefits Logon assistance,
VBA125,Other,Information and Referral to other VA elements
VBA125,Other,and to other government agencies
VBA126,Applying for benefits,
VBA126,Disability claim assistance,
VBA126,Education claim assistance,
VBA126,Insurance claim assistance,
VBA126,Survivor claim assistance,
VBA126,Updating contact information,
VBA126,Updating direct deposit information,
VBA126,Burial Claim assistance,
VBA126,eBenefits Logon assistance,
VBA126,Other,Information and Referral to other VA elements
VBA126,Other,and to other government agencies
VBA127,Applying for benefits,
VBA127,Disability claim assistance,
VBA127,Education claim assistance,
VBA127,Insurance claim assistance,
VBA127,Survivor claim assistance,
VBA127,Updating contact information,
VBA127,Updating direct deposit information,
VBA127,Burial Claim assistance,
VBA127,eBenefits Logon assistance,
VBA127,Other,Information and Referral to other VA elements
VBA127,Other,and to other government agencies
VBA128,Applying for benefits,
VBA128,Vocational rehabilitation career assistance,
VBA128,Career counseling,
VBA128,School assistance,
VBA128,Pre-discharge assistance,
VBA128,Housing assistance,
VBA128,Disability claim assistance,
VBA128,Education claim assistance,
VBA128,Vocational rehabilitation claim assistance,
VBA128,Survivor claim assistance,
VBA128,Updating contact information,
VBA128,Updating direct deposit information,
VBA128,Burial Claim assistance,
VBA128,eBenefits Logon assistance,
VBA128,Homeless assistance,
VBA128,Employment assistance,
VBA129,Applying for benefits,
VBA129,Disability claim assistance,
VBA129,Education claim assistance,
VBA129,Insurance claim assistance,
VBA129,Survivor claim assistance,
VBA129,Updating contact information,
VBA129,Updating direct deposit information,
VBA129,Burial Claim assistance,
VBA129,eBenefits Logon assistance,
VBA129,Other,Information and Referral to other VA elements
VBA129,Other,and to other government agencies
VBA130,Applying for benefits,
VBA130,Career counseling,
VBA130,School assistance,
VBA130,Vocational rehabilitation career assistance,
VBA130,Transition assistance,
VBA130,Pre-discharge assistance,
VBA130,Employment assistance,
VBA130,Vocational rehabilitation claim assistance,
VBA130,Updating contact information,
VBA130,Updating direct deposit information,
VBA130,eBenefits Logon assistance,
VBA130,Integrated Disability Evaluation System assistance,
VBA131,Applying for benefits,
VBA131,Career counseling,
VBA131,School assistance,
VBA131,Vocational rehabilitation career assistance,
VBA131,Transition assistance,
VBA131,Pre-discharge assistance,
VBA131,Employment assistance,
VBA131,Disability claim assistance,
VBA131,Vocational rehabilitation claim assistance,
VBA131,Survivor claim assistance,
VBA131,Updating contact information,
VBA131,Updating direct deposit information,
VBA131,eBenefits Logon assistance,
VBA132,Applying for benefits,
VBA132,Disability claim assistance,
VBA132,Education claim assistance,
VBA132,Insurance claim assistance,
VBA132,Survivor claim assistance,
VBA132,Updating contact information,
VBA132,Updating direct deposit information,
VBA132,Burial Claim assistance,
VBA132,Other,Information and Referral to other VA elements
VBA132,Other,and to other government agencies
VBA133,Applying for benefits,
VBA133,Career counseling,
VBA133,School assistance,
VBA133,Vocational rehabilitation career assistance,
VBA133,Employment assistance,
VBA133,Education claim assistance,
VBA133,Vocational rehabilitation claim assistance,
VBA133,Updating contact information,
VBA133,Updating direct deposit information,
VBA133,eBenefits Logon assistance,
VBA134,Applying for benefits,
VBA134,Career counseling,
VBA134,School assistance,
VBA134,Vocational rehabilitation career assistance,
VBA134,Employment assistance,
VBA134,Education claim assistance,
VBA134,Vocational rehabilitation claim assistance,
VBA134,Updating contact information,
VBA134,Updating direct deposit information,
VBA134,eBenefits Logon assistance,
VBA135,Applying for benefits,
VBA135,School assistance,
VBA135,Vocational rehabilitation career assistance,
VBA135,Employment assistance,
VBA135,Education claim assistance,
VBA135,Vocational rehabilitation claim assistance,
VBA135,Updating contact information,
VBA135,Updating direct deposit information,
VBA135,eBenefits Logon assistance,
VBA136,Applying for benefits,
VBA136,Disability claim assistance,
VBA136,Education claim assistance,
VBA136,Insurance claim assistance,
VBA136,Survivor claim assistance,
VBA136,Updating contact information,
VBA136,Updating direct deposit information,
VBA136,Burial Claim assistance,
VBA136,Other,Information and Referral to other VA elements
VBA136,Other,and to other government agencies
VBA137,Applying for benefits,
VBA137,Career counseling,
VBA137,School assistance,
VBA137,Vocational rehabilitation career assistance,
VBA137,Transition assistance,
VBA137,Pre-discharge assistance,
VBA137,Employment assistance,
VBA137,Vocational rehabilitation claim assistance,
VBA137,Updating contact information,
VBA137,Updating direct deposit information,
VBA137,eBenefits Logon assistance,
VBA137,Integrated Disability Evaluation System assistance,
VBA138,Applying for benefits,
VBA138,Career counseling,
VBA138,School assistance,
VBA138,Vocational rehabilitation career assistance,
VBA138,Employment assistance,
VBA138,Housing assistance,
VBA138,Vocational rehabilitation claim assistance,
VBA138,Updating contact information,
VBA138,Updating direct deposit information,
VBA138,eBenefits Logon assistance,
VBA139,Applying for benefits,
VBA139,Career counseling,
VBA139,School assistance,
VBA139,Vocational rehabilitation career assistance,
VBA139,Employment assistance,
VBA139,Updating contact information,
VBA139,Vocational rehabilitation claim assistance,
VBA139,eBenefits Logon assistance,
VBA140,Applying for benefits,
VBA140,Career counseling,
VBA140,School assistance,
VBA140,Vocational rehabilitation career assistance,
VBA140,Employment assistance,
VBA140,Vocational rehabilitation claim assistance,
VBA140,Updating contact information,
VBA140,Updating direct deposit information,
VBA140,eBenefits Logon assistance,
VBA141,Applying for benefits,
VBA141,Career counseling,
VBA141,School assistance,
VBA141,Vocational rehabilitation career assistance,
VBA141,Employment assistance,
VBA141,Vocational rehabilitation claim assistance,
VBA141,Updating contact information,
VBA141,Updating direct deposit information,
VBA141,eBenefits Logon assistance,
VBA142,Applying for benefits,
VBA142,Career counseling,
VBA142,School assistance,
VBA142,Vocational rehabilitation career assistance,
VBA142,Transition assistance,
VBA142,Employment assistance,
VBA142,Education claim assistance,
VBA142,Vocational rehabilitation claim assistance,
VBA142,Updating contact information,
VBA142,Updating direct deposit information,
VBA142,eBenefits Logon assistance,
VBA142,Other,Outreach
VBA142,Other,employment network
VBA142,Other,coordination of reasonable accommodations
VBA143,Applying for benefits,
VBA143,Career counseling,
VBA143,School assistance,
VBA143,Vocational rehabilitation career assistance,
VBA143,Disability claim assistance,
VBA143,Education claim assistance,
VBA143,Insurance claim assistance,
VBA143,Vocational rehabilitation claim assistance,
VBA143,Survivor claim assistance,
VBA143,Updating contact information,
VBA143,Updating direct deposit information,
VBA143,Burial Claim assistance,
VBA143,eBenefits Logon assistance,
VBA143,Other,Information and Referral to other VA elements
VBA143,Other,and to other government agencies
VBA144,Applying for benefits,
VBA144,Career counseling,
VBA144,School assistance,
VBA144,Vocational rehabilitation career assistance,
VBA144,Vocational rehabilitation claim assistance,
VBA144,eBenefits Logon assistance,
VBA144,Updating direct deposit information,
VBA144,Updating contact information,
VBA144,Employment assistance,
VBA144,Transition assistance,
VBA145,Applying for benefits,
VBA145,Career counseling,
VBA145,School assistance,
VBA145,Vocational rehabilitation career assistance,
VBA145,Employment assistance,
VBA145,Disability claim assistance,
VBA145,Vocational rehabilitation claim assistance,
VBA145,Updating contact information,
VBA145,Updating direct deposit information,
VBA145,eBenefits Logon assistance,
VBA145,Education claim assistance,
VBA146,Integrated Disability Evaluation System assistance,
VBA147,Integrated Disability Evaluation System assistance,
VBA148,Integrated Disability Evaluation System assistance,
VBA149,Integrated Disability Evaluation System assistance,
VBA150,Applying for benefits,
VBA150,Career counseling,
VBA150,School assistance,
VBA150,Vocational rehabilitation career assistance,
VBA150,Transition assistance,
VBA150,Employment assistance,
VBA150,Education claim assistance,
VBA150,Vocational rehabilitation claim assistance,
VBA150,Updating contact information,
VBA150,Updating direct deposit information,
VBA150,eBenefits Logon assistance,
VBA150,Integrated Disability Evaluation System assistance,
VBA151,Applying for benefits,
VBA151,Pre-discharge assistance,
VBA151,Transition assistance,
VBA151,Disability claim assistance,
VBA151,Education claim assistance,
VBA151,Insurance claim assistance,
VBA151,Survivor claim assistance,
VBA151,Updating contact information,
VBA151,Updating direct deposit information,
VBA151,Burial Claim assistance,
VBA151,eBenefits Logon assistance,
VBA151,Other,Information and Referral to other VA elements
VBA151,Other,and to other government agencies
VBA152,Applying for benefits,
VBA152,School assistance,
VBA152,Vocational rehabilitation career assistance,
VBA152,Transition assistance,
VBA152,Pre-discharge assistance,
VBA152,Housing assistance,
VBA152,Disability claim assistance,
VBA152,Education claim assistance,
VBA152,Vocational rehabilitation claim assistance,
VBA152,Survivor claim assistance,
VBA152,Updating contact information,
VBA152,Updating direct deposit information,
VBA152,Burial Claim assistance,
VBA152,Homeless assistance,
VBA152,Career counseling,
VBA152,Employment assistance,
VBA152,eBenefits Logon assistance,
VBA153,Career counseling,
VBA153,School assistance,
VBA153,Vocational rehabilitation career assistance,
VBA153,Employment assistance,
VBA153,Vocational rehabilitation claim assistance,
VBA154,Vocational rehabilitation career assistance,
VBA154,Career counseling,
VBA154,School assistance,
VBA154,Employment assistance,
VBA154,Vocational rehabilitation claim assistance,
VBA155,Career counseling,
VBA155,School assistance,
VBA155,Vocational rehabilitation career assistance,
VBA155,Vocational rehabilitation claim assistance,
VBA155,Employment assistance,
VBA156,Career counseling,
VBA156,School assistance,
VBA156,Vocational rehabilitation career assistance,
VBA156,Vocational rehabilitation claim assistance,
VBA156,Employment assistance,
VBA157,Applying for benefits,
VBA157,Vocational rehabilitation career assistance,
VBA157,Homeless assistance,
VBA157,eBenefits Logon assistance,
VBA157,Burial Claim assistance,
VBA157,Updating direct deposit information,
VBA157,Updating contact information,
VBA157,Survivor claim assistance,
VBA157,Vocational rehabilitation claim assistance,
VBA157,Education claim assistance,
VBA157,Disability claim assistance,
VBA157,Employment assistance,
VBA157,Pre-discharge assistance,
VBA157,Transition assistance,
VBA157,Career counseling,
VBA157,Other,Outreach
VBA158,Applying for benefits,
VBA158,Vocational rehabilitation career assistance,
VBA158,Pre-discharge assistance,
VBA158,Disability claim assistance,
VBA158,Vocational rehabilitation claim assistance,
VBA158,Survivor claim assistance,
VBA158,Updating contact information,
VBA158,Updating direct deposit information,
VBA158,Burial Claim assistance,
VBA158,eBenefits Logon assistance,
VBA158,Integrated Disability Evaluation System assistance,
VBA159,Applying for benefits,
VBA159,School assistance,
VBA159,Vocational rehabilitation career assistance,
VBA159,Employment assistance,
VBA159,Vocational rehabilitation claim assistance,
VBA160,Career counseling,
VBA160,School assistance,
VBA160,Vocational rehabilitation career assistance,
VBA160,Employment assistance,
VBA160,Vocational rehabilitation claim assistance,
VBA161,Vocational rehabilitation career assistance,
VBA162,Career counseling,
VBA162,School assistance,
VBA162,Vocational rehabilitation career assistance,
VBA162,Employment assistance,
VBA162,Vocational rehabilitation claim assistance,
VBA163,Vocational rehabilitation career assistance,
VBA163,Vocational rehabilitation claim assistance,
VBA164,Career counseling,
VBA164,Vocational rehabilitation career assistance,
VBA164,Employment assistance,
VBA164,Vocational rehabilitation claim assistance,
VBA165,Applying for benefits,
VBA165,Career counseling,
VBA165,School assistance,
VBA165,Vocational rehabilitation career assistance,
VBA165,Transition assistance,
VBA165,Pre-discharge assistance,
VBA165,Vocational rehabilitation claim assistance,
VBA165,Updating direct deposit information,
VBA165,Updating contact information,
VBA165,Integrated Disability Evaluation System assistance,
VBA165,eBenefits Logon assistance,
VBA165,Employment assistance,
VBA166,Vocational rehabilitation career assistance,
VBA166,Vocational rehabilitation claim assistance,
VBA167,Career counseling,
VBA167,Vocational rehabilitation career assistance,
VBA167,Employment assistance,
VBA167,Vocational rehabilitation claim assistance,
VBA168,Vocational rehabilitation career assistance,
VBA168,Vocational rehabilitation claim assistance,
VBA169,Vocational rehabilitation career assistance,
VBA169,Vocational rehabilitation claim assistance,
VBA170,Applying for benefits,
VBA170,School assistance,
VBA170,Vocational rehabilitation career assistance,
VBA170,Disability claim assistance,
VBA170,Vocational rehabilitation claim assistance,
VBA170,Survivor claim assistance,
VBA170,Education claim assistance,
VBA170,Insurance claim assistance,
VBA170,Updating contact information,
VBA170,Updating direct deposit information,
VBA170,Burial Claim assistance,
VBA170,eBenefits Logon assistance,
VBA170,Homeless assistance,
VBA170,Career counseling,
VBA170,Transition assistance,
VBA170,Pre-discharge assistance,
VBA171,Applying for benefits,
VBA171,Career counseling,
VBA171,Vocational rehabilitation career assistance,
VBA171,Employment assistance,
VBA171,Vocational rehabilitation claim assistance,
VBA171,Other,Outreach
VBA172,Career counseling,
VBA172,Vocational rehabilitation career assistance,
VBA172,Employment assistance,
VBA172,Vocational rehabilitation claim assistance,
VBA173,Career counseling,
VBA173,School assistance,
VBA173,Vocational rehabilitation career assistance,
VBA173,Employment assistance,
VBA173,Education claim assistance,
VBA173,Vocational rehabilitation claim assistance,
VBA174,Career counseling,
VBA174,School assistance,
VBA174,Vocational rehabilitation career assistance,
VBA174,Disability claim assistance,
VBA174,Vocational rehabilitation claim assistance,
VBA175,Career counseling,
VBA175,School assistance,
VBA175,Vocational rehabilitation career assistance,
VBA175,Transition assistance,
VBA175,Pre-discharge assistance,
VBA175,Employment assistance,
VBA175,Vocational rehabilitation claim assistance,
VBA176,Vocational rehabilitation career assistance,
VBA176,Vocational rehabilitation claim assistance,
VBA176,Applying for benefits,
VBA177,School assistance,
VBA177,Vocational rehabilitation career assistance,
VBA177,Transition assistance,
VBA177,Education claim assistance,
VBA177,Vocational rehabilitation claim assistance,
VBA178,Vocational rehabilitation career assistance,
VBA178,Applying for benefits,
VBA178,Vocational rehabilitation claim assistance,
VBA179,Career counseling,
VBA179,School assistance,
VBA179,Vocational rehabilitation career assistance,
VBA179,Education claim assistance,
VBA179,Vocational rehabilitation claim assistance,
VBA180,Vocational rehabilitation career assistance,
VBA180,Applying for benefits,
VBA180,Vocational rehabilitation claim assistance,
VBA181,Vocational rehabilitation career assistance,
VBA181,Applying for benefits,
VBA181,Vocational rehabilitation claim assistance,
VBA182,School assistance,
VBA182,Vocational rehabilitation career assistance,
VBA182,Career counseling,
VBA182,Education claim assistance,
VBA182,Vocational rehabilitation claim assistance,
VBA183,Career counseling,
VBA183,School assistance,
VBA183,Vocational rehabilitation career assistance,
VBA183,Education claim assistance,
VBA183,Vocational rehabilitation claim assistance,
VBA184,Career counseling,
VBA184,School assistance,
VBA184,Vocational rehabilitation career assistance,
VBA184,Vocational rehabilitation claim assistance,
VBA184,Education claim assistance,
VBA184,Employment assistance,
VBA185,Vocational rehabilitation career assistance,
VBA185,Vocational rehabilitation claim assistance,
VBA185,Applying for benefits,
VBA186,Applying for benefits,
VBA186,Vocational rehabilitation career assistance,
VBA186,Vocational rehabilitation claim assistance,
VBA187,Applying for benefits,
VBA187,Vocational rehabilitation career assistance,
VBA187,Vocational rehabilitation claim assistance,
VBA188,Housing assistance,
VBA188,Other,Specially Adapted Housing and VA Appraisal assistance
VBA189,Housing assistance,
VBA189,Other,Specially Adapted Housing and VA Appraisal assistance
VBA190,Housing assistance,
VBA190,Other,Specially Adapted Housing and VA Appraisal assistance
VBA191,Career counseling,
VBA191,Vocational rehabilitation career assistance,
VBA191,Employment assistance,
VBA191,Vocational rehabilitation claim assistance,
VBA191,Updating contact information,
VBA191,Homeless assistance,
VBA192,Applying for benefits,
VBA192,Vocational rehabilitation career assistance,
VBA192,Disability claim assistance,
VBA192,Vocational rehabilitation claim assistance,
VBA192,Survivor claim assistance,
VBA192,Updating contact information,
VBA192,Updating direct deposit information,
VBA192,Burial Claim assistance,
VBA192,eBenefits Logon assistance,
VBA192,Homeless assistance,
VBA192,Other,PUBLIC CONTRACT TEAM LOCATED INSIDE THE CLINIC
VBA193,Applying for benefits,
VBA193,Vocational rehabilitation career assistance,
VBA193,Employment assistance,
VBA193,Disability claim assistance,
VBA193,Vocational rehabilitation claim assistance,
VBA193,Survivor claim assistance,
VBA193,Updating contact information,
VBA193,Updating direct deposit information,
VBA193,Burial Claim assistance,
VBA193,eBenefits Logon assistance,
VBA193,Homeless assistance,
VBA193,Other,PUBLIC CONTACT TEAM
VBA193,Other,VOCATIONAL REHABILITATION AND EMPLOYMENT
VBA193,Other,AND LOAN GUARANTY ON-SITE
VBA194,Applying for benefits,
VBA194,Vocational rehabilitation career assistance,
VBA194,Disability claim assistance,
VBA194,Vocational rehabilitation claim assistance,
VBA194,Survivor claim assistance,
VBA194,Updating contact information,
VBA194,Updating direct deposit information,
VBA194,Burial Claim assistance,
VBA194,eBenefits Logon assistance,
VBA194,Homeless assistance,
VBA194,Other,VETERANS SERVICE CENTER AND PUBLIC CONTACT TEAM
VBA194,Other,LOAN GUARANTY AND VOCATIONAL REHABILITATION AND EMPLOYMENT ON SITE AT CHEYENNE VAMC
VBA195,Applying for benefits,
VBA195,Disability claim assistance,
VBA195,Survivor claim assistance,
VBA195,Updating contact information,
VBA195,Updating direct deposit information,
VBA195,Burial Claim assistance,
VBA195,eBenefits Logon assistance,
VBA195,Homeless assistance,
VBA195,Other,ONE PUBLIC CONTACT SPECIALIST ON SITE AT SHERIDAN VAMC_
VBA196,Applying for benefits,
VBA196,Survivor claim assistance,
VBA196,Updating contact information,
VBA196,Updating direct deposit information,
VBA196,Burial Claim assistance,
VBA196,eBenefits Logon assistance,
VBA196,Integrated Disability Evaluation System assistance,
VBA196,Homeless assistance,
VBA196,Transition assistance,
VBA197,Applying for benefits,
VBA197,Education claim assistance,
VBA197,Disability claim assistance,
VBA197,Vocational rehabilitation claim assistance,
VBA197,Survivor claim assistance,
VBA197,Updating contact information,
VBA197,Updating direct deposit information,
VBA197,Burial Claim assistance,
VBA197,eBenefits Logon assistance,
VBA197,Integrated Disability Evaluation System assistance,
VBA197,Homeless assistance,
VBA197,Insurance claim assistance,
VBA197,Housing assistance,
VBA197,Pre-discharge assistance,
VBA197,Transition assistance,
VBA198,Applying for benefits,
VBA198,School assistance,
VBA198,Transition assistance,
VBA198,Pre-discharge assistance,
VBA198,Disability claim assistance,
VBA198,Education claim assistance,
VBA198,Insurance claim assistance,
VBA198,Vocational rehabilitation claim assistance,
VBA198,Survivor claim assistance,
VBA198,Updating contact information,
VBA198,Updating direct deposit information,
VBA198,Burial Claim assistance,
VBA198,eBenefits Logon assistance,
VBA198,Homeless assistance,
VBA199,Applying for benefits,
VBA199,School assistance,
VBA199,Transition assistance,
VBA199,Pre-discharge assistance,
VBA199,Housing assistance,
VBA199,Disability claim assistance,
VBA199,Education claim assistance,
VBA199,Insurance claim assistance,
VBA199,Vocational rehabilitation claim assistance,
VBA199,Survivor claim assistance,
VBA199,Updating contact information,
VBA199,Updating direct deposit information,
VBA199,Burial Claim assistance,
VBA199,eBenefits Logon assistance,
VBA199,Integrated Disability Evaluation System assistance,
VBA199,Homeless assistance,
VBA200,Homeless assistance,
VBA200,Integrated Disability Evaluation System assistance,
VBA200,eBenefits Logon assistance,
VBA200,Burial Claim assistance,
VBA200,Updating direct deposit information,
VBA200,Updating contact information,
VBA200,Survivor claim assistance,
VBA200,Insurance claim assistance,
VBA200,Education claim assistance,
VBA200,Financial counseling,
VBA200,Employment assistance,
VBA200,Applying for benefits,
VBA200,School assistance,
VBA200,Transition assistance,
VBA200,Disability claim assistance,
VBA201,Housing assistance,
VBA201,Other,Specially Adapted Housing and VA Appraisal assistance
VBA202,Transition assistance,
VBA202,Pre-discharge assistance,
VBA202,Integrated Disability Evaluation System assistance,
VBA202,Other,Accepts and date stamp claims
VBA203,Applying for benefits,
VBA203,Transition assistance,
VBA203,Pre-discharge assistance,
VBA203,Disability claim assistance,
VBA203,Education claim assistance,
VBA203,Insurance claim assistance,
VBA203,Updating contact information,
VBA203,Updating direct deposit information,
VBA203,eBenefits Logon assistance,
VBA203,Burial Claim assistance,
VBA203,Homeless assistance,
VBA204,Applying for benefits,
VBA204,Transition assistance,
VBA204,Pre-discharge assistance,
VBA204,Disability claim assistance,
VBA204,Survivor claim assistance,
VBA204,Updating contact information,
VBA204,Updating direct deposit information,
VBA204,Burial Claim assistance,
VBA204,eBenefits Logon assistance,
VBA204,Homeless assistance,
VBA205,Transition assistance,
VBA205,Pre-discharge assistance,
VBA205,Integrated Disability Evaluation System assistance,
VBA205,Other,Accepts and date stamps claims
VBA206,Applying for benefits,
VBA206,Transition assistance,
VBA206,Pre-discharge assistance,
VBA206,Disability claim assistance,
VBA206,Survivor claim assistance,
VBA206,Updating contact information,
VBA206,Updating direct deposit information,
VBA206,Burial Claim assistance,
VBA206,eBenefits Logon assistance,
VBA207,Transition assistance,
VBA207,Pre-discharge assistance,
VBA207,Integrated Disability Evaluation System assistance,
VBA207,Other,Accepts and date stamps claims
VBA208,Applying for benefits,
VBA208,Disability claim assistance,
VBA208,Survivor claim assistance,
VBA208,Updating contact information,
VBA208,Updating direct deposit information,
VBA208,Burial Claim assistance,
VBA208,eBenefits Logon assistance,
VBA208,Homeless assistance,
VBA209,Applying for benefits,
VBA209,Transition assistance,
VBA209,Pre-discharge assistance,
VBA209,Disability claim assistance,
VBA209,Education claim assistance,
VBA209,Survivor claim assistance,
VBA209,Updating contact information,
VBA209,Updating direct deposit information,
VBA209,Burial Claim assistance,
VBA209,eBenefits Logon assistance,
VBA210,Applying for benefits,
VBA210,Career counseling,
VBA210,School assistance,
VBA210,Vocational rehabilitation career assistance,
