facility_id,location_descriptive_name_common_name,official_station_name,street_address,city,state,zip_code,station_phone_number,station_fax_number,cemetery_type,cemetery_operations,latitude,longitude
887,Fort Leavenworth National Cemetery,Fort Leavenworth National Cemetery,395 Biddle Blvd,Fort Leavenwor,KS,66027,,,National,Cremation,39.3510254,-94.92837387
888,Fort Logan National Cemetery,Fort Logan National Cemetery,4400 W. Kenyon Ave,Denver,CO,80236,,,National,Open,39.64558033,-105.0528861
889,Fort Lyon National Cemetery,Fort Lyon National Cemetery,15700 County Road HH,Las Animas,CO,81054,,,National,Open,38.08348436,-103.1295459
890,Fort McPherson National Cemetery,Fort McPherson National Cemetery,12004 S Spur 56A,Maxwell,NE,69151,,,National,Open,41.02479514,-100.524611
891,Fort Meade National Cemetery,Fort Meade National Cemetery,Old Stone Road,Sturgis,SD,57785,,,National,Closed,44.40249233,-103.4776785
892,Fort Rosecrans National Cemetery,Fort Rosecrans National Cemetery,PO Box 6237,San Diego,CA,92106,,,National,Cremation,32.68875991,-117.2451244
893,Fort Scott National Cemetery,Fort Scott National Cemetery,900 East National Avenue,Fort Scott,KS,66701,,,National,Open,37.82160964,-94.69528559
894,Fort Snelling National Cemetery,Fort Snelling National Cemetery,7601 34th Ave S,Minneapolis,MN,55450,,,National,Open,44.86460135,-93.22274595
895,Golden Gate National Cemetery,Golden Gate National Cemetery,1300 Sneath Ln,San Bruno,CA,94066,,,National,Closed,37.63112292,-122.4335012
896,Hot Springs National Cemetery,Hot Springs National Cemetery,500 N 5th St,Hot Springs,SD,57747,,,National,Closed,43.43886171,-103.4725278
897,Leavenworth National Cemetery,Leavenworth National Cemetery,4101 S. 4th St. Traffic Way,Leavenworth,KS,66048,,,National,Open,39.27446137,-94.89324659
898,Los Angeles National Cemetery,Los Angeles National Cemetery,950 S Sepulveda Blvd,Los Angeles,CA,90049,,,National,Closed,34.06023819,-118.4549079
899,NMCP National Cemetery,Honolulu Memorial National Cemetery,2177 Puowaina Dr,Honolulu,HI,96813,,,National,Cremation,21.31401011,-157.8424036
900,Prescott National Cemetery,Prescott National Cemetery,500 Highway 89 North,Prescott,AZ,86313,,,National,Cremation,34.54778771,-112.4486331
901,Riverside National Cemetery,Riverside National Cemetery,22495 Van Buren Blvd,Riverside,CA,92518,,,National,Open,33.88749573,-117.2799437
902,Roseburg National Cemetery,Roseburg National Cemetery,913 NW Garden Valley Blvd,Roseburg,OR,97471,,,National,Open,43.2138524,-123.370412
903,San Francisco National Cemetery,San Francisco National Cemetery,1300 Sneath Ln,San Bruno,CA,94066,,,National,Closed,37.63112292,-122.4335012
904,Santa Fe National Cemetery,Santa Fe National Cemetery,501 N Guadalupe St,Santa Fe,NM,87501,,,National,Open,35.69564911,-105.9496014
905,Sitka National Cemetery,Sitka National Cemetery,803 Sawmill Creek Rd,Sitka,AK,99835,,,National,Open,57.05416668,-135.3233008
906,Eagle Point National Cemetery,Eagle Point National Cemetery,2763 Riley Rd,Eagle Point,OR,97524,,,National,Open,42.4644688,-122.7886149
907,Willamette National Cemetery,Willamette National Cemetery,11800 SE Mount Scott Blvd,Portland,OR,97086,,,National,Open,45.46473792,-122.5479236
908,Fort Mitchell National Cemetery,Fort Mitchell National Cemetery,553 Highway 165,Fort Mitchell,AL,36856,,,National,Open,32.34648263,-85.02390043
909,Fort Custer National Cemetery,Fort Custer National Cemetery,15501 Dickman Road,Augusta,MI,49012,,,National,Open,42.33497489,-85.31627782
910,Fort Richardson National Cemetery,Fort Richardson National Cemetery,"Bldg. 58-512, Davis Hwy / 600 Richardson Drive",Ft. Richardson,AK,99505,,,National,Open,61.27262642,-149.6584089
911,Florida National Cemetery,Florida National Cemetery,6502 SW 102nd Ave,Bushnell,FL,33513,,,National,Open,28.60786211,-82.20888388
912,West Virginia National Cemetery,West Virginia National Cemetery,RR 2 Box 127,Grafton,WV,26354,,,National,Open,39.33498557,-80.07306213
913,San Joaquin Valley National Cemetery,San Joaquin Valley National Cemetery,32053 West McCabe Rd,Santa Nella,CA,95322,,,National,Open,37.12129333,-121.0711942
914,NMCA National Cemetery,National Memorial Cemetery Of Arizona,23029 N Cave Creek Rd,Phoenix,AZ,85024,,,National,Open,33.69447546,-112.0224914
915,Abraham Lincoln National Cemetery,Abraham Lincoln National Cemetery,27034 S Diagonal Rd,Elwood,IL,60421,,,National,Open,41.3917343,-88.12353306
916,Dallas-Fort Worth National Cemetery,Dallas-Ft. Worth National Cemetery,2000 Mountain Creek Pkwy,Dallas,TX,75211,,,National,Open,32.71794665,-96.94695176
917,Gerald B.H. Solomon Saratoga National Cemetery,Gerald B.H. Solomon Saratoga National Cemetery,200 Duell Rd,Schuylerville,NY,12871,,,National,Open,43.02639794,-73.61724272
918,Ohio Western Reserve National Cemetery,Western Ohio Reserve National Cemetery,10175 Rawiga Road,Rittman,OH,44270,,,National,Open,41.00363399,-81.81509053
919,Tahoma National Cemetery,Tahoma National Cemetery,18600 SE 240th St,Kent,WA,98042,,,National,Open,47.38713548,-122.0934514
920,Fort Sill National Cemetery,Fort Sill National Cemetery,2648 NE Jake Dunn Rd,Elgin,OK,73538,,,National,Open,34.76594133,-98.35188768
921,Sacramento Valley National Cemetery,Sacramento Valley National Cemetery,5810 Midway Rd,Dixon,CA,95620,,,National,Open,38.41669476,-121.8754429
922,Georgia National Cemetery,Georgia National Cemetery,2025 Mount Carmel Church Lane,Canton,GA,30114,,,National,Open,34.23282616,-84.58772827
923,Great Lakes National Cemetery,Great Lakes National Cemetery,4200 Belford Road,Holly,MI,48442,,,National,Open,42.85985273,-83.62195058
924,South Florida National Cemetery,South Florida National Cemetery,6501 S.State Road 7,Lake Worth,FL,33449,,,National,Open,26.5788434,-80.20645888
925,Of the Alleghenies National Cemetery,National Cemetery of the Alleghenies,1158 Morgan Rd,Bridgeville,PA,15017,,,National,Open,40.31326697,-80.15433672
926,Washington Crossing National Cemetery,Washington Crossing National Cemetery,830 Highland Rd,Newtown,PA,18940,,,National,Open,40.26498397,-74.9047957
927,Alabama National Cemetery,Alabama National Cemetery,3133 Higway 119,Montevallo,AL,35115,,,National,Open,33.12957298,-86.83650984
928,Jacksonville National Cemetery,Jacksonville National Cemtery,4083 Lannie Rd.,Jacksonville,FL,32218,,,National,Open,30.54489269,-81.71769536
929,Bakersfield National Cemetery,Bakersfield National Cemetery,30338 East Bear Mountain Blvd.,Bakersfield,CA,93203,,,National,Open,35.25507643,-118.6662943
930,Fort Jackson National Cemetery,Fort Jackson National Cemetery,4170 Percival Rd,Columbia,SC,29229,866-577-5248,803-699-3086,National,Open,34.09116327,-80.85230812
931,Sarasota National Cemetery,Sarasota National Cemetery,9810 State Hwy 72,Sarasota,FL,34241,877-861-9840,941-922-3457,National,Open,27.24646066,-82.37925768
934,Cape Canaveral National Cemetery,Cape Canaveral National Cemetery,5525 U.S. Highway 1 North,Mims,FL,32754,321-383-2638,321-383-2642,National,Open,28.790748,-80.883560
937,Tallahassee National Cemetery,Tallahassee National Cemetery,5015 Apalachee Parkway,Tallahassee,FL,32311,850-402-8941,850-402-4099,National,Open,30.428217,-84.19242
938,Yellowstone National Cemetery,Yellowstone National Cemetery,55 Buffalo Trail Rd.,Laurel,MT,59044,406-647-2746,,National,Open,45.693613,-108.770937
